Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159303292,,32000,32000,32000, 36 months,11.02%,1047.95,B,B2,Resident Physician,7 years,OWN,72000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159303292,,credit_card,Credit card refinancing,488xx,MI,34.72,0,5-Aug,665,669,0,,,17,0,28766,37%,64,w,28941.86,28941.86,4172.21,4172.21,3058.14,1114.07,0,0,0,20-Jan,1047.95,20-Feb,20-Jan,649,645,0,,1,Individual,,,,0,0,507087,2,3,2,2,8,478321,44,3,4,12448,40,77700,2,3,8,6,29829,46045,38.4,0,0,169,169,6,6,1,6,,8,,0,8,9,12,13,44,14,19,9,17,0,0,0,5,100,41.7,0,0,471294,507087,74800,393594,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159342350,,37000,37000,37000, 60 months,11.71%,817.64,B,B3,Marketing manager ,7 years,MORTGAGE,90000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159342350,,debt_consolidation,Debt consolidation,028xx,RI,11.65,0,Aug-00,720,724,0,,,9,0,30272,99.30%,14,w,35146.77,35146.77,3246.49,3246.49,1853.23,1393.26,0,0,0,20-Jan,817.64,20-Feb,20-Jan,769,765,0,,1,Individual,,,,0,0,362661,0,5,0,0,67,18236,35,0,1,16725,59,30500,0,3,1,1,40296,0,100.7,0,0,229,84,14,14,1,14,,7,,0,2,3,2,3,9,3,4,3,9,0,0,0,0,100,100,0,0,416472,48508,29800,52313,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
158781588,,18400,18400,18400, 36 months,16.12%,647.99,C,C3,General Manager,10+ years,RENT,40000,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158781588,,credit_card,Credit card refinancing,750xx,TX,9.84,0,May-89,660,664,0,75,,1,0,16160,99.10%,6,w,16765.98,16765.98,2575.48,2575.48,1634.02,941.46,0,0,0,20-Jan,647.99,20-Feb,20-Jan,619,615,0,,1,Individual,,,,0,0,16160,0,0,0,0,101,0,,0,0,16160,99,16300,0,0,0,0,16160,140,99.1,0,0,175,364,266,101,0,364,,,,0,1,1,1,2,4,1,2,1,1,0,0,0,0,80,100,0,0,16300,16160,16300,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159602788,,15950,15950,15950, 36 months,20.55%,597.24,D,D2,Project Manager,8 years,MORTGAGE,105000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159602788,,credit_card,Credit card refinancing,776xx,TX,27.61,0,6-Sep,710,714,0,,,10,0,11978,22.80%,38,w,14619.93,14619.93,2370.75,2370.75,1330.07,1040.68,0,0,0,20-Jan,597.24,20-Feb,20-Jan,654,650,0,,1,Individual,,,,0,0,288166,0,3,0,3,18,114203,,1,3,9489,23,52500,0,0,5,6,28817,40522,22.8,0,0,156,78,9,9,2,9,,1,,0,5,5,6,7,25,6,11,5,10,0,0,0,1,100,33.3,0,0,362222,126181,52500,138559,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159216296,,16000,16000,16000, 60 months,8.19%,325.88,A,A4,Business Agent,2 years,MORTGAGE,116000,Not Verified,19-Sep,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159216296,,credit_card,Credit card refinancing,554xx,MN,15.69,0,4-Feb,720,724,0,,,25,0,44990,20.70%,68,w,0,0,16417.11541,16417.12,16000,417.12,0,0,0,19-Dec,15772.64,,20-Jan,764,760,0,,1,Individual,,,,0,0,53953,1,2,0,0,31,8963,30,2,5,10900,22,217000,0,4,2,6,2158,171110,19.3,0,0,140,187,9,2,4,9,,3,,0,13,14,22,32,20,23,44,14,25,0,0,0,3,100,0,0,0,246763,53953,212000,29763,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159314503,,40000,40000,40000, 36 months,7.56%,1245.36,A,A3,Child Life Specialist,< 1 year,MORTGAGE,58240,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159314503,,debt_consolidation,Debt consolidation,809xx,CO,33.59,0,Feb-90,730,734,0,,,3,0,28586,86.60%,21,w,35988.85,35988.85,4964.64,4964.64,4011.15,953.49,0,0,0,20-Jan,1245.36,20-Feb,20-Jan,719,715,0,,1,Joint App,178240,24.61,,0,0,30135,0,1,0,0,69,1549,6,0,0,20828,51,33000,0,1,0,0,10045,4414,86.6,0,0,157,355,93,33,2,127,,,,0,2,2,2,7,9,2,9,2,3,0,0,0,0,100,100,0,0,59381,30135,33000,26381,136665,700,704,Feb-90,0,3,10,78.9,3,14,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
159172134,,40000,40000,40000, 60 months,13.08%,911.77,B,B5,,n/a,MORTGAGE,0,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159172134,,home_improvement,Home improvement,370xx,TN,,0,Nov-96,840,844,0,,,13,0,585232,8.90%,22,w,38065.58,38065.58,3618.01,3618.01,1934.42,1683.59,0,0,0,20-Jan,911.77,20-Feb,20-Jan,744,740,0,,1,Joint App,600000,16.01,Not Verified,0,0,1333997,0,1,0,0,26,43520,,0,2,576016,9,703400,0,0,0,2,102615,98034,7.3,0,0,26,274,17,17,3,17,,22,,0,5,7,7,10,1,10,18,7,13,0,0,0,0,100,14.3,0,0,1603821,628752,679900,66421,94520,675,679,Mar-99,1,3,20,57.2,4,22,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
159479955,,9000,9000,9000, 36 months,6.46%,275.68,A,A1,Fish Hatchery Manager,10+ years,OWN,51000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159479955,,credit_card,Credit card refinancing,406xx,KY,17.76,0,3-Jun,705,709,0,,,6,0,10915,93.30%,18,w,8319.53,8319.53,823.81,823.81,680.47,143.34,0,0,0,20-Jan,275.68,20-Feb,20-Jan,739,735,0,,1,Individual,,,,0,0,33138,0,2,1,2,10,22223,71,0,0,4036,77,11700,0,3,1,2,5523,0,100.9,0,0,181,195,34,10,0,34,,10,,0,1,4,1,6,6,4,12,4,6,0,0,0,1,100,100,0,0,43094,33138,4000,31394,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159523765,,15950,15950,15950, 36 months,28.80%,666.67,D,D5,,< 1 year,RENT,125000,Source Verified,19-Sep,Late (31-120 days),n,https://lendingclub.com/browse/loanDetail.action?loan_id=159523765,,debt_consolidation,Debt consolidation,331xx,FL,20.75,0,6-May,680,684,0,,,11,0,32528,47.30%,45,w,15950,15950,0,0,0,0,0,0,0,,0,20-Feb,20-Jan,539,535,0,,1,Individual,,,,0,0,50854,1,1,0,2,13,18326,64,5,5,14173,52,68800,2,1,4,8,4623,29864,51.7,0,0,91,160,4,4,1,4,,7,,0,6,7,9,27,9,10,33,7,11,0,0,0,6,100,33.3,0,0,97398,50854,61800,28598,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159486900,,10625,10625,10625, 36 months,8.81%,336.94,A,A5,,n/a,OWN,35000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159486900,,home_improvement,Home improvement,417xx,KY,22.46,0,4-Oct,750,754,1,,,10,0,4747,17.10%,14,w,9577.8,9577.8,1342.56,1342.56,1047.2,295.36,0,0,0,20-Jan,336.94,20-Feb,20-Jan,754,750,0,,1,Individual,,,,0,0,21968,0,2,1,1,11,17221,67,1,4,2142,41,27700,1,0,2,5,2197,13492,25.5,0,0,179,66,10,10,0,20,,0,,0,3,4,4,6,4,8,10,4,10,0,0,0,2,100,0,0,0,53506,21968,18100,25806,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159610209,,35000,35000,35000, 36 months,15.24%,1217.41,C,C2,,n/a,RENT,60000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159610209,,credit_card,Credit card refinancing,606xx,IL,28.82,0,1-Mar,690,694,0,,98,8,1,20255,70.10%,16,w,31848.96,31848.96,4840.01,4840.01,3151.04,1688.97,0,0,0,20-Jan,1217.41,20-Feb,20-Jan,729,725,0,,1,Individual,,,,0,72,27291,0,1,0,0,26,7036,34,0,0,10251,55,28900,0,0,0,0,3899,5596,76,0,0,164,222,35,26,0,39,,,,0,2,5,4,6,3,7,13,5,8,0,0,0,0,100,66.7,1,0,49800,27291,23300,20900,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
158394176,,40000,40000,40000, 36 months,8.81%,1268.46,A,A5,Teacher,9 years,MORTGAGE,125000,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158394176,,credit_card,Credit card refinancing,925xx,CA,49.53,0,Sep-87,680,684,0,,,18,0,71715,89%,38,w,37093.83,37093.83,3785.8,3785.8,2906.17,879.63,0,0,0,20-Jan,1268.46,20-Feb,20-Jan,699,695,0,,1,Joint App,225000,28.39,Verified,0,52,712251,2,5,2,4,6,177536,14,1,2,11559,74,80600,2,9,3,9,41897,959,96.2,0,0,203,384,9,2,5,36,,4,,0,3,11,3,7,15,12,18,11,18,0,0,0,6,97.4,100,0,0,780321,249251,25500,236721,115483,670,674,2-Jan,0,5,16,74.4,5,13,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
159026517,,4200,4200,4200, 36 months,20.55%,157.27,D,D2,Rural Carrier associate,3 years,MORTGAGE,44500,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159026517,,debt_consolidation,Debt consolidation,760xx,TX,35.3,0,3-Jun,670,674,1,68,,16,0,15665,56.10%,22,w,3849.75,3849.75,624.28,624.28,350.25,274.03,0,0,0,20-Jan,157.27,20-Feb,20-Jan,679,675,0,,1,Individual,,,,0,0,133206,2,4,2,3,10,17370,58,3,4,4555,57,27900,2,0,4,7,8325,3483,79.6,0,0,82,81,3,3,1,3,,2,,0,6,10,6,8,6,11,15,10,16,0,0,0,5,100,66.7,0,0,197254,33035,17100,29979,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159601659,,10000,10000,10000, 36 months,6.46%,306.31,A,A1,Accounts Receivable ,< 1 year,OWN,35000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159601659,,credit_card,Credit card refinancing,336xx,FL,13.61,0,8-Apr,680,684,0,,,7,0,12871,34.10%,10,w,8981.91,8981.91,1221.65,1221.65,1018.09,203.56,0,0,0,20-Jan,306.31,20-Feb,20-Jan,704,700,0,,1,Individual,,,,0,1043,12871,1,0,0,0,32,0,,1,3,9076,34,37700,0,0,0,3,1839,24129,34.8,0,0,137,78,4,4,0,4,,16,,0,4,4,6,6,3,7,7,4,7,0,0,0,1,100,0,0,0,37700,12871,37000,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159584236,,10000,10000,10000, 36 months,11.71%,330.76,B,B3,Letter carrier,10+ years,MORTGAGE,90000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159584236,,credit_card,Credit card refinancing,191xx,PA,11.84,0,8-Jul,690,694,1,,,6,0,10721,102.10%,12,w,9053.55,9053.55,1316.53,1316.53,946.45,370.08,0,0,0,20-Jan,330.76,20-Feb,20-Jan,689,685,0,,1,Individual,,,,0,0,123853,0,2,0,2,14,26974,72,0,1,4626,79,10500,2,0,1,3,20642,0,103.3,0,0,79,134,24,14,2,24,,3,,0,2,3,2,2,7,3,3,3,6,0,0,0,0,100,100,0,0,157891,37695,8000,37391,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159568503,,9900,9900,9900, 36 months,8.19%,311.1,A,A4,Teacher,9 years,MORTGAGE,194000,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159568503,,credit_card,Credit card refinancing,212xx,MD,8.67,0,4-Sep,715,719,0,49,,11,0,18633,54%,30,w,8881.37,8881.37,1239.9,1239.9,1018.63,221.27,0,0,0,20-Jan,311.1,20-Feb,20-Jan,734,730,0,49,1,Joint App,333000,6.38,,0,93,503648,1,3,1,2,11,84319,74,2,3,5847,57,34500,0,3,0,5,45786,8967,65.8,0,0,168,180,5,5,1,5,,16,49,4,5,6,5,6,16,7,13,6,11,0,0,0,3,80,60,0,0,539572,102952,26200,87770,28790,670,674,Aug-99,2,2,8,47.9,3,7,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
159399865,,27000,27000,27000, 60 months,11.71%,596.66,B,B3,Strategic Business Development Manager,2 years,MORTGAGE,15000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159399865,,debt_consolidation,Debt consolidation,014xx,MA,55.52,0,15-Nov,730,734,0,,,7,0,22906,81.80%,7,w,25557.2,25557.2,2369.08,2369.08,1442.8,926.28,0,0,0,20-Jan,596.66,20-Feb,20-Jan,659,655,0,,1,Joint App,165000,7.06,,0,0,22906,0,0,0,0,,0,,1,3,13267,82,28000,0,0,0,3,3272,1979,91.2,0,0,,46,10,10,0,10,,,,0,5,6,5,5,0,7,7,6,7,0,0,0,1,100,60,0,0,28000,22906,22400,0,26923,660,664,8-Jul,0,1,22,93.8,15,10,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
159342821,,10000,10000,10000, 60 months,15.24%,239.17,C,C2,Safety Manager,4 years,RENT,110000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159342821,,debt_consolidation,Debt consolidation,953xx,CA,20.09,0,11-Dec,700,704,1,30,,7,0,16853,45.30%,19,w,9542.7,9542.7,948.21,948.21,457.3,490.91,0,0,0,20-Jan,239.17,20-Feb,20-Jan,699,695,0,,1,Individual,,,,0,0,71787,2,3,2,3,5,54934,5,1,2,6928,28,39300,0,0,2,5,10255,18836,44.5,0,0,90,93,3,3,1,16,37,3,37,0,3,4,3,5,10,4,8,4,7,0,0,0,3,88.2,0,0,0,122501,71787,32300,83201,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159488316,,13000,13000,13000, 60 months,14.30%,304.52,C,C1,VP-Managing Director,10+ years,MORTGAGE,113000,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159488316,,debt_consolidation,Debt consolidation,300xx,GA,21.79,0,4-Aug,680,684,1,,,15,0,43720,57.50%,19,w,12390.8,12390.8,1207.75,1207.75,609.2,598.55,0,0,0,20-Jan,304.52,20-Feb,20-Jan,704,700,0,,1,Individual,,,,0,0,223411,0,5,0,2,15,53877,58,1,2,15080,58,76000,1,0,1,4,14894,30493,55.8,0,0,181,82,7,7,3,7,,0,,0,8,9,8,8,6,9,10,9,15,0,0,0,1,100,25,0,0,306671,97597,69000,93450,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159160730,,20000,20000,20000, 36 months,20.55%,748.89,D,D2,Pacemaker/ICD Device Engineer,7 years,MORTGAGE,110000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159160730,,home_improvement,Home improvement,300xx,GA,15.17,1,3-Nov,670,674,2,4,,12,0,5673,15.70%,20,w,18332.2,18332.2,2972.73,2972.73,1667.8,1304.93,0,0,0,20-Jan,748.89,20-Feb,20-Jan,684,680,0,4,1,Individual,,,,0,0,68478,2,3,1,3,4,59611,112,1,4,1958,74,36200,5,2,6,10,5707,26527,17.6,1,0,182,190,4,4,2,4,49,1,49,1,4,4,7,7,7,8,9,4,12,0,0,1,4,80,0,0,0,92729,68478,32200,53242,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159504000,,18000,18000,18000, 60 months,11.71%,397.77,B,B3,,< 1 year,OWN,71000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159504000,,debt_consolidation,Debt consolidation,206xx,MD,28.06,0,2-Jul,705,709,1,,,12,0,15384,45%,18,w,17098.43,17098.43,1579.37,1579.37,901.57,677.8,0,0,0,20-Jan,397.77,20-Feb,20-Jan,829,825,0,,1,Individual,,,,0,0,67101,0,3,0,1,14,51717,24,0,0,5550,39,34200,1,0,1,1,5592,11068,55.7,0,0,115,206,43,14,0,48,,0,,0,4,7,5,7,6,9,12,7,12,0,0,0,0,100,80,0,0,103289,67101,25000,69089,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159596075,,10000,10000,10000, 36 months,17.74%,360.23,C,C5,,n/a,MORTGAGE,60000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159596075,,debt_consolidation,Debt consolidation,925xx,CA,12.88,0,7-Jun,670,674,2,59,,11,0,10763,22.30%,18,w,9131.39,9131.39,1431.06,1431.06,868.61,562.45,0,0,0,20-Jan,360.23,20-Feb,20-Jan,709,705,0,59,1,Individual,,,,0,4070,159972,5,1,1,1,5,1665,91,5,7,7692,25,48300,0,0,2,8,14543,36810,19.8,0,0,72,126,2,2,2,2,59,4,59,3,6,7,8,10,2,9,14,7,11,0,0,0,6,83.3,12.5,0,0,222624,12428,45900,1824,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159598770,,5250,5250,5250, 36 months,7.56%,163.46,A,A3,Product Manager,6 years,RENT,96000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159598770,,debt_consolidation,Debt consolidation,275xx,NC,2.09,0,10-Apr,720,724,0,,,6,0,3012,5.70%,16,w,3708.83,3708.83,1651.64,1651.64,1541.17,110.47,0,0,0,20-Jan,163.46,20-Feb,20-Jan,724,720,0,,1,Individual,,,,0,0,139796,0,0,1,1,8,0,,3,3,1461,6,52500,1,0,2,4,23299,36039,3.9,0,0,56,113,11,8,1,12,,8,,0,1,2,2,6,2,5,13,2,6,0,0,0,4,93.8,0,0,0,214511,3012,37500,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159439477,,30000,30000,30000, 60 months,12.40%,673.42,B,B4,Police Officer,8 years,MORTGAGE,71000,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159439477,,debt_consolidation,Debt consolidation,210xx,MD,23.07,0,9-Feb,765,769,0,25,,8,0,0,0%,20,w,28524.78,28524.78,2673.01,2673.01,1475.22,1197.79,0,0,0,20-Jan,673.42,20-Feb,20-Jan,769,765,0,,1,Joint App,154398,11.78,Verified,0,0,295594,0,3,0,1,24,46827,67,0,0,0,57,11200,0,0,0,1,36949,2500,0,0,0,103,127,29,24,1,29,,,,0,0,0,1,3,10,4,9,0,8,0,0,0,0,95,0,0,0,382467,46827,2500,70320,26623,675,679,8-May,0,1,6,49,2,15,1,0,7,N,,,,,,,,,,,,,,,N,,,,,,
159599072,,10500,10500,10500, 60 months,12.40%,235.7,B,B4,,n/a,RENT,14814,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159599072,,debt_consolidation,Debt consolidation,991xx,WA,14.99,0,May-00,765,769,0,,,7,0,4795,16.60%,12,w,10155.05,10155.05,699.87,699.87,344.95,354.92,0,0,0,20-Jan,235.7,20-Feb,19-Oct,769,765,0,,1,Individual,,,,0,0,6872,0,1,0,1,13,2077,69,0,2,2666,22,28800,2,0,0,3,982,22805,17.4,0,0,232,67,17,13,0,17,,13,,0,3,3,5,5,6,6,6,3,7,0,0,0,0,100,0,0,0,31800,6872,27600,3000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159153278,,30000,30000,30000, 60 months,16.12%,731.46,C,C3,,n/a,OWN,36500,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159153278,,house,Home buying,906xx,CA,24.27,0,Apr-79,770,774,0,,,14,0,5385,16.70%,18,w,28659.45,28659.45,2898.97,2898.97,1340.55,1558.42,0,0,0,20-Jan,731.46,20-Feb,20-Jan,824,820,0,,1,Individual,,,,0,0,13584,0,2,0,0,41,8199,24,0,1,3097,20,32300,0,0,3,1,1045,14247,26.2,0,0,70,145,21,21,0,21,,6,,0,3,5,6,10,2,11,15,5,14,0,0,0,0,100,16.7,0,0,66838,13584,19300,34538,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
